Real Rating,Predicted Rating,Assertion,Audit Reasons,Iteration,StartTime,EndTime,Duration
0,3,False,['Neutral Sentiment'],183,1729547348.0643747,1729547356.347897,8.283522367477417
0,5,False,['Positive Sentiment'],184,1729547356.347897,1729547364.4298537,8.081956624984741
0,2,False,['Character Dissatisfaction'],185,1729547364.4298537,1729547372.2303095,7.8004560470581055
0,0,True,['Negative Sentiment'],186,1729547372.2303095,1729547380.5383828,8.308073043823242
0,4,False,"['Recommendation Willingness', 'Positive Sentiment']",187,1729547380.5383828,1729547387.8081725,7.269789695739746
0,0,True,['Negative Sentiment'],188,1729547387.8081725,1729547394.9457035,7.137531280517578
0,0,True,['Lack of Engagement'],189,1729547394.9457035,1729547402.2260442,7.280340433120727
0,5,False,['Positive Sentiment'],190,1729547402.2260442,1729547409.3440554,7.118011236190796
0,5,False,['Positive Sentiment'],191,1729547409.3440554,1729547418.4275963,9.083540916442873
0,4,False,"['Positive Sentiment', 'General Enjoyment']",192,1729547418.4275963,1729547426.3150227,7.887426376342773
0,4,False,['Neutral Sentiment'],193,1729547426.3150227,1729547435.1376698,8.822647094726562
0,1,False,['Negative Sentiment'],194,1729547435.1381924,1729547441.9208612,6.782668828964233
0,5,False,['Positive Sentiment'],195,1729547441.9208612,1729547449.3435905,7.422729253768921
0,2,False,['Plot Dissatisfaction'],196,1729547449.3435905,1729547457.0986078,7.755017280578613
0,5,False,['Positive Sentiment'],197,1729547457.0986078,1729547465.7463484,8.647740602493286
0,3,False,['Character Dissatisfaction'],198,1729547465.7463484,1729547476.2237942,10.477445840835571
0,2,False,['Plot Dissatisfaction'],199,1729547476.2237942,1729547484.6488929,8.425098657608032
0,2,False,['Plot Dissatisfaction'],200,1729547484.6488929,1729547492.6406686,7.991775751113892
0,5,False,['Positive Sentiment'],201,1729547492.6406686,1729547499.7327874,7.092118740081787
0,1,False,['Negative Sentiment'],202,1729547499.7327874,1729547507.180522,7.447734594345093
0,5,False,['Positive Sentiment'],203,1729547507.180522,1729547514.6854353,7.504913330078125
0,3,False,['Neutral Sentiment'],204,1729547514.6854353,1729547521.8434937,7.158058166503906
0,1,False,['Negative Sentiment'],205,1729547521.843997,1729547529.866763,8.02276611328125
0,3,False,['Neutral Sentiment'],206,1729547529.866763,1729547539.1033845,9.236621141433716
0,5,False,"['Positive Sentiment', 'General Enjoyment']",207,1729547539.1033845,1729547546.8657856,7.762401342391968
0,5,False,['Positive Sentiment'],208,1729547546.8657856,1729547554.9840884,8.118302822113037
0,5,False,['Recommendation Willingness'],209,1729547554.9840884,1729547562.96576,7.981671571731567
0,5,False,['Positive Sentiment'],210,1729547562.96576,1729547570.608338,7.642577886581421
0,2,False,['Character Dissatisfaction'],211,1729547570.608338,1729547579.0661924,8.457854509353638
0,2,False,['Character Dissatisfaction'],212,1729547579.0661924,1729547586.221902,7.155709743499756
0,4,False,['Positive Sentiment'],213,1729547586.2229042,1729547594.560889,8.337984800338745
0,2,False,['Character Dissatisfaction'],214,1729547594.560889,1729547603.31405,8.753160953521729
0,2,False,['Character Dissatisfaction'],215,1729547603.31405,1729547609.927524,6.613474130630493
0,2,False,['Character Dissatisfaction'],216,1729547609.927524,1729547616.9243417,6.996817588806152
0,2,False,['Plot Dissatisfaction'],217,1729547616.9243417,1729547624.2207582,7.296416521072388
0,5,False,"['Positive Sentiment', 'Plot Dissatisfaction']",218,1729547624.2207582,1729547635.0835414,10.862783193588257
0,5,False,['Positive Sentiment'],219,1729547635.0840464,1729547642.559828,7.475781679153442
0,2,False,['Character Dissatisfaction'],220,1729547642.559828,1729547651.004676,8.444847822189331
0,2,False,['Character Dissatisfaction'],221,1729547651.004676,1729547658.4467392,7.442063331604004
0,2,False,['Plot Dissatisfaction'],222,1729547658.4467392,1729547666.3010676,7.854328393936157
0,2,False,['Plot Dissatisfaction'],223,1729547666.3010676,1729547674.4591544,8.158086776733398
0,2,False,['Character Dissatisfaction'],224,1729547674.4591544,1729547681.6927164,7.233561992645264
0,5,False,['Positive Sentiment'],225,1729547681.6927164,1729547689.233297,7.540580987930298
0,4,False,['Positive Sentiment'],226,1729547689.233297,1729547697.2178862,7.984588861465454
0,3,False,['Neutral Sentiment'],227,1729547697.2178862,1729547705.1680026,7.950116395950317
0,5,False,['Positive Sentiment'],228,1729547705.1680026,1729547712.9200556,7.7520530223846436
0,2,False,['Plot Dissatisfaction'],229,1729547712.9200556,1729547720.3585906,7.43853497505188
0,2,False,['Character Dissatisfaction'],230,1729547720.3585906,1729547727.5718136,7.213222980499268
0,5,False,['Positive Sentiment'],231,1729547727.5718136,1729547736.1389518,8.567138195037842
0,4,False,['Positive Sentiment'],232,1729547736.1394577,1729547743.5755522,7.436094522476196
0,5,False,['Positive Sentiment'],233,1729547743.5755522,1729547751.5617423,7.986190319061279
0,2,False,['Negative Sentiment'],234,1729547751.5617423,1729547758.8579464,7.296203851699829
0,3,False,"['Neutral Sentiment', 'Pacing Issues']",235,1729547758.8579464,1729547765.470277,6.612330675125122
0,4,False,['Positive Sentiment'],236,1729547765.470277,1729547777.791432,12.321154832839966
0,5,False,['Positive Sentiment'],237,1729547777.791432,1729547785.929984,8.138551950454712
0,5,False,['Positive Sentiment'],238,1729547785.929984,1729547794.4384787,8.508494853973389
0,3,False,['Neutral Sentiment'],239,1729547794.4384787,1729547802.1512506,7.712771892547607
0,4,False,['Positive Sentiment'],240,1729547802.1512506,1729547809.8495986,7.698348045349121
0,3,False,['Neutral Sentiment'],241,1729547809.8495986,1729547818.2882662,8.43866753578186
0,5,False,['Positive Sentiment'],242,1729547818.2887836,1729547826.5179486,8.229165077209473
0,5,False,['Positive Sentiment'],243,1729547826.5179486,1729547835.289137,8.771188259124756
0,1,False,['Negative Sentiment'],244,1729547835.289137,1729547842.6972983,7.408161401748657
0,2,False,['Negative Sentiment'],245,1729547842.6972983,1729547850.424714,7.7274158000946045
0,2,False,['Negative Sentiment'],246,1729547850.424714,1729547859.0886583,8.663944244384766
0,5,False,['Positive Sentiment'],247,1729547859.0886583,1729547867.1037345,8.015075922012329
0,3,False,['Neutral Sentiment'],248,1729547867.1037345,1729547874.812739,7.709004402160644
0,5,False,['Negative Sentiment'],249,1729547874.812739,1729547881.7022088,6.889470100402832
0,5,False,['Positive Sentiment'],250,1729547881.7022088,1729547890.6957493,8.993540525436401
0,3,False,['Neutral Sentiment'],251,1729547890.6957493,1729547897.8372836,7.141534328460693
0,3,False,['Neutral Sentiment'],252,1729547897.8372836,1729547904.4799356,6.6426520347595215
0,4,False,['Positive Sentiment'],253,1729547904.4799356,1729547912.941746,8.46181035041809
0,0,True,['Negative Sentiment'],254,1729547918.3493996,1729547921.13827,2.788870334625244
0,2,False,['Character Dissatisfaction'],255,1729547921.13827,1729547929.1312852,7.993015289306641
0,5,False,"['Positive Sentiment', 'Plot Dissatisfaction', 'Character Satisfaction', 'Recommendation Willingness']",256,1729547929.1312852,1729547938.1627536,9.031468391418455
0,1,False,['Negative Sentiment'],257,1729547938.163258,1729547945.4570942,7.2938361167907715
0,4,False,"['Positive Sentiment', 'Character Dissatisfaction']",258,1729547945.4570942,1729547954.3730266,8.915932416915894
0,5,False,['Positive Sentiment'],259,1729547954.3730266,1729547963.1326966,8.75967001914978
0,2,False,['Character Dissatisfaction'],260,1729547963.1326966,1729547970.6275384,7.494841814041138
0,2,False,"['Character Dissatisfaction', 'Plot Dissatisfaction']",261,1729547970.6275384,1729547978.9897118,8.362173318862915
0,2,False,['Plot Dissatisfaction'],262,1729547978.9897118,1729547986.4977827,7.508070945739746
0,0,True,"['Negative Sentiment', 'Character Dissatisfaction']",263,1729547986.4977827,1729547994.0637422,7.565959453582764
0,2,False,['Character Dissatisfaction'],264,1729547994.0637422,1729548001.4890225,7.425280094146728
0,2,False,['Plot Dissatisfaction'],265,1729548001.4890225,1729548008.1290967,6.640074491500855
0,4,False,['General Enjoyment'],266,1729548008.1290967,1729548017.4516108,9.322514057159424
0,4,False,['Positive Sentiment'],267,1729548017.4516108,1729548025.2804656,7.82885479927063
0,4,False,['Positive Sentiment'],268,1729548025.2804656,1729548032.8440847,7.563619136810303
0,2,False,['Character Dissatisfaction'],269,1729548032.8440847,1729548042.0243645,9.180279731750488
0,5,False,['Positive Sentiment'],270,1729548042.0243645,1729548049.2423873,7.21802282333374
0,4,False,['Positive Sentiment'],271,1729548049.2428904,1729548056.6290984,7.3862080574035645
0,4,False,['General Enjoyment'],272,1729548056.6290984,1729548066.301948,9.672849655151367
0,3,False,['Neutral Sentiment'],273,1729548066.301948,1729548073.657163,7.355214834213257
0,2,False,['Character Dissatisfaction'],274,1729548073.657163,1729548080.9106903,7.253527402877808
0,4,False,['Positive Sentiment'],275,1729548080.9106903,1729548088.434655,7.5239646434783936
0,1,False,['Negative Sentiment'],276,1729548088.434655,1729548095.7799082,7.345253229141235
0,4,False,['Positive Sentiment'],277,1729548095.7799082,1729548104.7652164,8.985308170318604
0,4,False,['Positive Sentiment'],278,1729548104.7652164,1729548112.736303,7.971086740493774
0,5,False,['Recommendation Willingness'],279,1729548112.736303,1729548120.137057,7.400753974914551
0,4,False,['Positive Sentiment'],280,1729548120.137057,1729548128.302748,8.165690898895264
0,2,False,['Character Dissatisfaction'],281,1729548128.302748,1729548135.3736975,7.070949554443359
0,4,False,['Positive Sentiment'],282,1729548135.3736975,1729548142.5877178,7.214020252227783
0,4,False,['General Enjoyment'],283,1729548142.5877178,1729548150.5026534,7.91493558883667
0,5,False,['Positive Sentiment'],284,1729548150.5026534,1729548157.6548655,7.152212142944336
0,5,False,['Positive Sentiment'],285,1729548157.6548655,1729548165.735906,8.081040382385254
0,4,False,"['Positive Sentiment', 'Character Dissatisfaction', 'General Enjoyment']",286,1729548165.735906,1729548177.104072,11.368165969848633
0,5,False,['Positive Sentiment'],287,1729548177.1045775,1729548185.9952314,8.890653848648071
0,5,False,['Positive Sentiment'],288,1729548185.9952314,1729548193.9208562,7.925624847412109
0,5,False,['Positive Sentiment'],289,1729548193.9218583,1729548201.8153045,7.893446207046509
0,5,False,['Positive Sentiment'],290,1729548201.8153045,1729548209.2513547,7.436050176620483
0,3,False,['Positive Sentiment'],291,1729548209.2513547,1729548216.7842326,7.5328779220581055
